id_site,code_module,code_presentation,activity_type,week_from,week_to
716754,FFF,2013J,resource,15.0,15.0
716926,FFF,2013J,url,21.0,21.0
716439,FFF,2013J,quiz,10.0,10.0
716958,FFF,2013J,url,28.0,28.0
716650,FFF,2013J,subpage,2.0,2.0
716992,FFF,2013J,dualpane,9.0,9.0
716296,FFF,2013J,oucontent,15.0,15.0
716329,FFF,2013J,oucontent,11.0,11.0
716894,FFF,2013J,url,14.0,14.0
716359,FFF,2013J,page,12.0,12.0
716923,FFF,2013J,url,21.0,21.0
716436,FFF,2013J,quiz,10.0,10.0
716955,FFF,2013J,url,27.0,27.0
716260,FFF,2013J,oucontent,27.0,27.0
716293,FFF,2013J,oucontent,11.0,11.0
716326,FFF,2013J,oucontent,15.0,15.0
716891,FFF,2013J,url,12.0,12.0
716748,FFF,2013J,resource,4.0,4.0
716920,FFF,2013J,url,21.0,21.0
716952,FFF,2013J,url,27.0,27.0
716257,FFF,2013J,oucontent,21.0,21.0
716644,FFF,2013J,subpage,10.0,10.0
716290,FFF,2013J,oucontent,11.0,11.0
716676,FFF,2013J,subpage,22.0,22.0
716855,FFF,2013J,url,20.0,20.0
716888,FFF,2013J,url,11.0,11.0
716917,FFF,2013J,url,20.0,20.0
716423,FFF,2013J,repeatactivity,7.0,7.0
716949,FFF,2013J,url,26.0,26.0
716254,FFF,2013J,oucontent,18.0,18.0
716641,FFF,2013J,subpage,20.0,20.0
716287,FFF,2013J,oucontent,9.0,9.0
716673,FFF,2013J,subpage,26.0,26.0
716852,FFF,2013J,url,23.0,23.0
716320,FFF,2013J,oucontent,14.0,14.0
716885,FFF,2013J,url,9.0,9.0
779436,FFF,2014B,oucontent,29.0,29.0
779814,FFF,2014B,url,28.0,28.0
779524,FFF,2014B,resource,13.0,13.0
779366,FFF,2014B,oucontent,22.0,22.0
779750,FFF,2014B,url,18.0,18.0
779399,FFF,2014B,oucontent,29.0,29.0
779782,FFF,2014B,url,22.0,22.0
779645,FFF,2014B,subpage,29.0,29.0
779811,FFF,2014B,url,18.0,18.0
779281,FFF,2014B,questionnaire,20.0,20.0
779363,FFF,2014B,oucontent,8.0,8.0
779747,FFF,2014B,url,18.0,18.0
779396,FFF,2014B,oucontent,9.0,9.0
779779,FFF,2014B,url,22.0,22.0
779428,FFF,2014B,oucontent,29.0,29.0
779642,FFF,2014B,subpage,26.0,26.0
779808,FFF,2014B,url,28.0,28.0
779278,FFF,2014B,questionnaire,5.0,5.0
779360,FFF,2014B,oucontent,29.0,29.0
779744,FFF,2014B,url,15.0,15.0
779393,FFF,2014B,oucontent,15.0,15.0
779776,FFF,2014B,url,21.0,21.0
779639,FFF,2014B,subpage,22.0,22.0
779805,FFF,2014B,url,28.0,28.0
779465,FFF,2014B,page,19.0,19.0
779674,FFF,2014B,subpage,13.0,13.0
779275,FFF,2014B,questionnaire,19.0,19.0
779357,FFF,2014B,oucontent,9.0,9.0
779741,FFF,2014B,url,14.0,14.0
779390,FFF,2014B,oucontent,16.0,16.0
779773,FFF,2014B,url,21.0,21.0
779424,FFF,2014B,oucontent,29.0,29.0
779636,FFF,2014B,subpage,18.0,18.0
779802,FFF,2014B,url,27.0,27.0
779462,FFF,2014B,page,12.0,12.0
779840,FFF,2014B,dualpane,5.0,5.0
779272,FFF,2014B,questionnaire,25.0,25.0
779354,FFF,2014B,oucontent,18.0,18.0
779552,FFF,2014B,resource,18.0,18.0
779737,FFF,2014B,url,12.0,12.0
779387,FFF,2014B,oucontent,2.0,2.0
779770,FFF,2014B,url,21.0,21.0
779421,FFF,2014B,oucontent,26.0,26.0
779633,FFF,2014B,subpage,14.0,14.0
779799,FFF,2014B,url,26.0,26.0
779269,FFF,2014B,quiz,10.0,10.0
779351,FFF,2014B,oucontent,7.0,7.0
779549,FFF,2014B,resource,18.0,18.0
779734,FFF,2014B,url,11.0,11.0
779384,FFF,2014B,oucontent,2.0,2.0
779767,FFF,2014B,url,21.0,21.0
779417,FFF,2014B,oucontent,15.0,15.0
779630,FFF,2014B,subpage,10.0,10.0
779796,FFF,2014B,url,25.0,25.0
779831,FFF,2014B,url,1.0,1.0
779266,FFF,2014B,quiz,10.0,10.0
779347,FFF,2014B,oucontent,5.0,5.0
779731,FFF,2014B,url,10.0,10.0
779381,FFF,2014B,oucontent,27.0,27.0
779764,FFF,2014B,url,20.0,20.0
779414,FFF,2014B,oucontent,29.0,29.0
779626,FFF,2014B,subpage,5.0,5.0
779793,FFF,2014B,url,24.0,24.0
779450,FFF,2014B,page,28.0,28.0
779538,FFF,2014B,resource,29.0,29.0
779728,FFF,2014B,url,3.0,3.0
779378,FFF,2014B,oucontent,21.0,21.0
779761,FFF,2014B,url,20.0,20.0
779411,FFF,2014B,oucontent,13.0,13.0
779790,FFF,2014B,url,24.0,24.0
779446,FFF,2014B,ouwiki,26.0,26.0
779822,FFF,2014B,url,29.0,29.0
779341,FFF,2014B,oucontent,19.0,19.0
779725,FFF,2014B,url,2.0,2.0
779375,FFF,2014B,oucontent,26.0,26.0
779758,FFF,2014B,url,18.0,18.0
779408,FFF,2014B,oucontent,11.0,11.0
779623,FFF,2014B,subpage,2.0,2.0
779787,FFF,2014B,url,24.0,24.0
779819,FFF,2014B,url,29.0,29.0
779336,FFF,2014B,oucontent,9.0,9.0
779722,FFF,2014B,url,1.0,1.0
779371,FFF,2014B,oucontent,11.0,11.0
779755,FFF,2014B,url,18.0,18.0
779405,FFF,2014B,oucontent,29.0,29.0
779438,FFF,2014B,oucontent,28.0,28.0
779816,FFF,2014B,url,28.0,28.0
779333,FFF,2014B,oucontent,10.0,10.0
779526,FFF,2014B,resource,21.0,21.0
779368,FFF,2014B,oucontent,14.0,14.0
779752,FFF,2014B,url,18.0,18.0
779401,FFF,2014B,oucontent,10.0,10.0
779784,FFF,2014B,url,22.0,22.0
779435,FFF,2014B,oucontent,28.0,28.0
779813,FFF,2014B,url,28.0,28.0
779283,FFF,2014B,questionnaire,25.0,25.0
779523,FFF,2014B,resource,13.0,13.0
779365,FFF,2014B,oucontent,15.0,15.0
779749,FFF,2014B,url,18.0,18.0
779398,FFF,2014B,oucontent,9.0,9.0
779781,FFF,2014B,url,22.0,22.0
779430,FFF,2014B,oucontent,29.0,29.0
779644,FFF,2014B,subpage,28.0,28.0
779810,FFF,2014B,url,28.0,28.0
779280,FFF,2014B,questionnaire,19.0,19.0
779362,FFF,2014B,oucontent,11.0,11.0
779746,FFF,2014B,url,18.0,18.0
779395,FFF,2014B,oucontent,9.0,9.0
779778,FFF,2014B,url,21.0,21.0
779641,FFF,2014B,subpage,25.0,25.0
779807,FFF,2014B,url,28.0,28.0
779467,FFF,2014B,page,28.0,28.0
779676,FFF,2014B,dataplus,20.0,20.0
779277,FFF,2014B,questionnaire,5.0,5.0
779359,FFF,2014B,oucontent,21.0,21.0
779743,FFF,2014B,url,14.0,14.0
779392,FFF,2014B,oucontent,16.0,16.0
779775,FFF,2014B,url,21.0,21.0
779638,FFF,2014B,subpage,21.0,21.0
779804,FFF,2014B,url,27.0,27.0
779464,FFF,2014B,page,12.0,12.0
779673,FFF,2014B,subpage,20.0,20.0
779274,FFF,2014B,questionnaire,24.0,24.0
779356,FFF,2014B,oucontent,8.0,8.0
779554,FFF,2014B,resource,18.0,18.0
779740,FFF,2014B,url,14.0,14.0
779389,FFF,2014B,oucontent,29.0,29.0
779772,FFF,2014B,url,21.0,21.0
779423,FFF,2014B,oucontent,27.0,27.0
779635,FFF,2014B,subpage,16.0,16.0
779801,FFF,2014B,url,27.0,27.0
779461,FFF,2014B,page,1.0,1.0
779271,FFF,2014B,questionnaire,28.0,28.0
779704,FFF,2014B,url,18.0,18.0
779353,FFF,2014B,oucontent,11.0,11.0
779551,FFF,2014B,resource,18.0,18.0
779736,FFF,2014B,url,12.0,12.0
779769,FFF,2014B,url,21.0,21.0
779420,FFF,2014B,oucontent,26.0,26.0
779632,FFF,2014B,subpage,12.0,12.0
779798,FFF,2014B,url,26.0,26.0
779665,FFF,2014B,subpage,18.0,18.0
779268,FFF,2014B,quiz,10.0,10.0
779349,FFF,2014B,oucontent,3.0,3.0
779548,FFF,2014B,resource,29.0,29.0
779733,FFF,2014B,url,10.0,10.0
779383,FFF,2014B,oucontent,1.0,1.0
779766,FFF,2014B,url,20.0,20.0
779416,FFF,2014B,oucontent,9.0,9.0
779629,FFF,2014B,subpage,9.0,9.0
779795,FFF,2014B,url,24.0,24.0
779830,FFF,2014B,url,9.0,9.0
779346,FFF,2014B,oucontent,24.0,24.0
779730,FFF,2014B,url,9.0,9.0
779380,FFF,2014B,oucontent,1.0,1.0
779763,FFF,2014B,url,20.0,20.0
779413,FFF,2014B,oucontent,15.0,15.0
779625,FFF,2014B,subpage,4.0,4.0
779792,FFF,2014B,url,24.0,24.0
779343,FFF,2014B,oucontent,12.0,12.0
779537,FFF,2014B,resource,28.0,28.0
779727,FFF,2014B,url,3.0,3.0
779377,FFF,2014B,oucontent,22.0,22.0
779760,FFF,2014B,url,18.0,18.0
779410,FFF,2014B,oucontent,25.0,25.0
779789,FFF,2014B,url,24.0,24.0
779445,FFF,2014B,ouwiki,19.0,19.0
779821,FFF,2014B,url,29.0,29.0
779724,FFF,2014B,url,1.0,1.0
779757,FFF,2014B,url,18.0,18.0
779407,FFF,2014B,oucontent,15.0,15.0
779335,FFF,2014B,oucontent,1.0,1.0
779721,FFF,2014B,url,1.0,1.0
779370,FFF,2014B,oucontent,15.0,15.0
779754,FFF,2014B,url,18.0,18.0
779404,FFF,2014B,oucontent,11.0,11.0
779786,FFF,2014B,url,20.0,20.0
779815,FFF,2014B,url,28.0,28.0
779525,FFF,2014B,resource,15.0,15.0
779751,FFF,2014B,url,18.0,18.0
779400,FFF,2014B,oucontent,10.0,10.0
779783,FFF,2014B,url,22.0,22.0
779812,FFF,2014B,url,18.0,18.0
779282,FFF,2014B,questionnaire,20.0,20.0
779522,FFF,2014B,resource,11.0,11.0
779364,FFF,2014B,oucontent,15.0,15.0
779748,FFF,2014B,url,18.0,18.0
779397,FFF,2014B,oucontent,9.0,9.0
779780,FFF,2014B,url,22.0,22.0
779643,FFF,2014B,subpage,27.0,27.0
779809,FFF,2014B,url,28.0,28.0
779279,FFF,2014B,questionnaire,19.0,19.0
779361,FFF,2014B,oucontent,11.0,11.0
779745,FFF,2014B,url,16.0,16.0
779394,FFF,2014B,oucontent,8.0,8.0
779777,FFF,2014B,url,21.0,21.0
779640,FFF,2014B,subpage,24.0,24.0
779806,FFF,2014B,url,18.0,18.0
779466,FFF,2014B,page,28.0,28.0
779675,FFF,2014B,subpage,1.0,1.0
779276,FFF,2014B,questionnaire,5.0,5.0
779358,FFF,2014B,oucontent,8.0,8.0
779742,FFF,2014B,url,14.0,14.0
779391,FFF,2014B,oucontent,8.0,8.0
779774,FFF,2014B,url,21.0,21.0
779637,FFF,2014B,subpage,19.0,19.0
779803,FFF,2014B,url,27.0,27.0
779463,FFF,2014B,page,12.0,12.0
779672,FFF,2014B,subpage,8.0,8.0
779273,FFF,2014B,questionnaire,25.0,25.0
779355,FFF,2014B,oucontent,8.0,8.0
779553,FFF,2014B,resource,18.0,18.0
779738,FFF,2014B,url,13.0,13.0
779388,FFF,2014B,oucontent,16.0,16.0
779771,FFF,2014B,url,21.0,21.0
779422,FFF,2014B,oucontent,27.0,27.0
779634,FFF,2014B,subpage,15.0,15.0
779800,FFF,2014B,url,26.0,26.0
779270,FFF,2014B,questionnaire,28.0,28.0
779352,FFF,2014B,oucontent,11.0,11.0
779550,FFF,2014B,resource,18.0,18.0
779735,FFF,2014B,url,11.0,11.0
779768,FFF,2014B,url,21.0,21.0
779418,FFF,2014B,oucontent,15.0,15.0
779631,FFF,2014B,subpage,11.0,11.0
779797,FFF,2014B,url,25.0,25.0
779267,FFF,2014B,quiz,10.0,10.0
779732,FFF,2014B,url,10.0,10.0
779382,FFF,2014B,oucontent,20.0,20.0
779765,FFF,2014B,url,20.0,20.0
779415,FFF,2014B,oucontent,16.0,16.0
779628,FFF,2014B,subpage,7.0,7.0
779794,FFF,2014B,url,24.0,24.0
779345,FFF,2014B,oucontent,27.0,27.0
779729,FFF,2014B,url,3.0,3.0
779379,FFF,2014B,oucontent,1.0,1.0
779762,FFF,2014B,url,20.0,20.0
779412,FFF,2014B,oucontent,8.0,8.0
779791,FFF,2014B,url,24.0,24.0
779823,FFF,2014B,url,29.0,29.0
779536,FFF,2014B,resource,28.0,28.0
779726,FFF,2014B,url,2.0,2.0
779759,FFF,2014B,url,18.0,18.0
779409,FFF,2014B,oucontent,11.0,11.0
779624,FFF,2014B,subpage,3.0,3.0
779788,FFF,2014B,url,24.0,24.0
779820,FFF,2014B,url,29.0,29.0
779337,FFF,2014B,oucontent,9.0,9.0
779723,FFF,2014B,url,1.0,1.0
779372,FFF,2014B,oucontent,16.0,16.0
779756,FFF,2014B,url,18.0,18.0
779406,FFF,2014B,oucontent,11.0,11.0
779817,FFF,2014B,url,28.0,28.0
779334,FFF,2014B,oucontent,9.0,9.0
779720,FFF,2014B,url,1.0,1.0
779369,FFF,2014B,oucontent,13.0,13.0
779753,FFF,2014B,url,18.0,18.0
779402,FFF,2014B,oucontent,11.0,11.0
779785,FFF,2014B,url,22.0,22.0
882713,FFF,2014J,questionnaire,19.0,19.0
883163,FFF,2014J,url,14.0,14.0
882561,FFF,2014J,oucontent,9.0,9.0
883195,FFF,2014J,url,18.0,18.0
882597,FFF,2014J,oucontent,29.0,29.0
883228,FFF,2014J,url,23.0,23.0
882635,FFF,2014J,oucontent,27.0,27.0
883048,FFF,2014J,subpage,14.0,14.0
883261,FFF,2014J,url,9.0,9.0
882670,FFF,2014J,oucontent,2.0,2.0
883079,FFF,2014J,subpage,18.0,18.0
883192,FFF,2014J,url,3.0,3.0
882594,FFF,2014J,oucontent,29.0,29.0
883224,FFF,2014J,url,22.0,22.0
882632,FFF,2014J,oucontent,9.0,9.0
883045,FFF,2014J,subpage,9.0,9.0
883257,FFF,2014J,url,28.0,28.0
882667,FFF,2014J,oucontent,11.0,11.0
882707,FFF,2014J,page,1.0,1.0
883189,FFF,2014J,url,2.0,2.0
882591,FFF,2014J,oucontent,29.0,29.0
883221,FFF,2014J,url,22.0,22.0
882629,FFF,2014J,oucontent,18.0,18.0
883041,FFF,2014J,subpage,2.0,2.0
883254,FFF,2014J,url,28.0,28.0
882664,FFF,2014J,oucontent,13.0,13.0
883186,FFF,2014J,url,2.0,2.0
882588,FFF,2014J,oucontent,29.0,29.0
883218,FFF,2014J,url,22.0,22.0
882625,FFF,2014J,oucontent,11.0,11.0
883251,FFF,2014J,url,28.0,28.0
882661,FFF,2014J,oucontent,10.0,10.0
883183,FFF,2014J,url,1.0,1.0
882969,FFF,2014J,resource,29.0,29.0
883215,FFF,2014J,url,21.0,21.0
882622,FFF,2014J,oucontent,28.0,28.0
883248,FFF,2014J,url,28.0,28.0
882658,FFF,2014J,oucontent,9.0,9.0
882687,FFF,2014J,page,28.0,28.0
883180,FFF,2014J,url,18.0,18.0
882581,FFF,2014J,oucontent,7.0,7.0
883212,FFF,2014J,url,21.0,21.0
883245,FFF,2014J,url,27.0,27.0
882655,FFF,2014J,oucontent,15.0,15.0
882684,FFF,2014J,page,12.0,12.0
883177,FFF,2014J,url,1.0,1.0
882578,FFF,2014J,oucontent,26.0,26.0
882952,FFF,2014J,resource,18.0,18.0
883017,FFF,2014J,resource,13.0,13.0
883242,FFF,2014J,url,27.0,27.0
882652,FFF,2014J,oucontent,15.0,15.0
883276,FFF,2014J,url,18.0,18.0
882681,FFF,2014J,quiz,10.0,10.0
882724,FFF,2014J,questionnaire,5.0,5.0
883174,FFF,2014J,url,18.0,18.0
883206,FFF,2014J,url,21.0,21.0
883239,FFF,2014J,url,26.0,26.0
882649,FFF,2014J,oucontent,9.0,9.0
883273,FFF,2014J,url,11.0,11.0
882678,FFF,2014J,quiz,10.0,10.0
883091,FFF,2014J,subpage,28.0,28.0
882721,FFF,2014J,questionnaire,20.0,20.0
883171,FFF,2014J,url,18.0,18.0
882570,FFF,2014J,oucontent,16.0,16.0
883203,FFF,2014J,url,20.0,20.0
882606,FFF,2014J,oucontent,11.0,11.0
883236,FFF,2014J,url,24.0,24.0
882646,FFF,2014J,oucontent,8.0,8.0
883057,FFF,2014J,subpage,23.0,23.0
883270,FFF,2014J,url,10.0,10.0
883088,FFF,2014J,subpage,8.0,8.0
882718,FFF,2014J,questionnaire,24.0,24.0
883168,FFF,2014J,url,16.0,16.0
882566,FFF,2014J,oucontent,9.0,9.0
883200,FFF,2014J,url,20.0,20.0
882602,FFF,2014J,oucontent,2.0,2.0
883233,FFF,2014J,url,1.0,1.0
883054,FFF,2014J,subpage,21.0,21.0
883084,FFF,2014J,subpage,10.0,10.0
882715,FFF,2014J,questionnaire,23.0,23.0
883165,FFF,2014J,url,14.0,14.0
882563,FFF,2014J,oucontent,11.0,11.0
882936,FFF,2014J,resource,28.0,28.0
883197,FFF,2014J,url,20.0,20.0
882599,FFF,2014J,oucontent,29.0,29.0
882987,FFF,2014J,resource,18.0,18.0
883230,FFF,2014J,url,23.0,23.0
883050,FFF,2014J,subpage,13.0,13.0
883263,FFF,2014J,url,29.0,29.0
882672,FFF,2014J,oucontent,8.0,8.0
883081,FFF,2014J,subpage,5.0,5.0
882712,FFF,2014J,questionnaire,19.0,19.0
882560,FFF,2014J,oucontent,8.0,8.0
883194,FFF,2014J,url,3.0,3.0
882596,FFF,2014J,oucontent,13.0,13.0
883227,FFF,2014J,url,23.0,23.0
882634,FFF,2014J,oucontent,27.0,27.0
883047,FFF,2014J,subpage,11.0,11.0
883260,FFF,2014J,url,29.0,29.0
882669,FFF,2014J,oucontent,1.0,1.0
883077,FFF,2014J,subpage,27.0,27.0
882709,FFF,2014J,page,12.0,12.0
883191,FFF,2014J,url,3.0,3.0
882593,FFF,2014J,oucontent,29.0,29.0
883223,FFF,2014J,url,22.0,22.0
882631,FFF,2014J,oucontent,15.0,15.0
883043,FFF,2014J,subpage,4.0,4.0
882666,FFF,2014J,oucontent,15.0,15.0
883188,FFF,2014J,url,18.0,18.0
882590,FFF,2014J,oucontent,15.0,15.0
883220,FFF,2014J,url,22.0,22.0
882628,FFF,2014J,oucontent,22.0,22.0
883040,FFF,2014J,subpage,1.0,1.0
883253,FFF,2014J,url,28.0,28.0
882663,FFF,2014J,oucontent,1.0,1.0
883185,FFF,2014J,url,18.0,18.0
882587,FFF,2014J,oucontent,29.0,29.0
883217,FFF,2014J,url,22.0,22.0
882624,FFF,2014J,oucontent,16.0,16.0
883250,FFF,2014J,url,28.0,28.0
882660,FFF,2014J,oucontent,11.0,11.0
883182,FFF,2014J,url,1.0,1.0
882584,FFF,2014J,oucontent,21.0,21.0
883214,FFF,2014J,url,21.0,21.0
882621,FFF,2014J,oucontent,8.0,8.0
882657,FFF,2014J,oucontent,15.0,15.0
882686,FFF,2014J,page,28.0,28.0
883179,FFF,2014J,url,18.0,18.0
882955,FFF,2014J,resource,18.0,18.0
883211,FFF,2014J,url,21.0,21.0
883244,FFF,2014J,url,9.0,9.0
883278,FFF,2014J,url,12.0,12.0
883176,FFF,2014J,url,18.0,18.0
882577,FFF,2014J,oucontent,5.0,5.0
883208,FFF,2014J,url,21.0,21.0
882611,FFF,2014J,oucontent,20.0,20.0
883241,FFF,2014J,url,27.0,27.0
882651,FFF,2014J,oucontent,11.0,11.0
882680,FFF,2014J,quiz,10.0,10.0
883099,FFF,2014J,repeatactivity,1.0,1.0
882723,FFF,2014J,questionnaire,5.0,5.0
883173,FFF,2014J,url,1.0,1.0
882573,FFF,2014J,oucontent,3.0,3.0
882947,FFF,2014J,resource,11.0,11.0
883205,FFF,2014J,url,21.0,21.0
882608,FFF,2014J,oucontent,19.0,19.0
883238,FFF,2014J,url,26.0,26.0
882648,FFF,2014J,oucontent,9.0,9.0
883059,FFF,2014J,subpage,29.0,29.0
883272,FFF,2014J,url,11.0,11.0
882677,FFF,2014J,quiz,10.0,10.0
883090,FFF,2014J,subpage,24.0,24.0
882720,FFF,2014J,questionnaire,28.0,28.0
883170,FFF,2014J,url,18.0,18.0
882569,FFF,2014J,oucontent,8.0,8.0
882943,FFF,2014J,resource,28.0,28.0
883202,FFF,2014J,url,20.0,20.0
882605,FFF,2014J,oucontent,21.0,21.0
883235,FFF,2014J,url,23.0,23.0
882645,FFF,2014J,oucontent,9.0,9.0
883056,FFF,2014J,subpage,22.0,22.0
883269,FFF,2014J,url,10.0,10.0
883087,FFF,2014J,subpage,16.0,16.0
882717,FFF,2014J,questionnaire,24.0,24.0
883167,FFF,2014J,url,15.0,15.0
882565,FFF,2014J,oucontent,23.0,23.0
883199,FFF,2014J,url,20.0,20.0
882601,FFF,2014J,oucontent,16.0,16.0
882989,FFF,2014J,resource,18.0,18.0
883232,FFF,2014J,url,23.0,23.0
883053,FFF,2014J,subpage,20.0,20.0
883265,FFF,2014J,url,29.0,29.0
883295,FFF,2014J,dualpane,5.0,5.0
882714,FFF,2014J,questionnaire,20.0,20.0
883164,FFF,2014J,url,14.0,14.0
882562,FFF,2014J,oucontent,9.0,9.0
883196,FFF,2014J,url,18.0,18.0
882598,FFF,2014J,oucontent,15.0,15.0
883229,FFF,2014J,url,23.0,23.0
882636,FFF,2014J,oucontent,26.0,26.0
883049,FFF,2014J,subpage,12.0,12.0
883262,FFF,2014J,url,29.0,29.0
882671,FFF,2014J,oucontent,11.0,11.0
882711,FFF,2014J,questionnaire,19.0,19.0
882559,FFF,2014J,ouwiki,19.0,19.0
883193,FFF,2014J,url,18.0,18.0
882595,FFF,2014J,oucontent,29.0,29.0
883226,FFF,2014J,url,23.0,23.0
882633,FFF,2014J,oucontent,1.0,1.0
883046,FFF,2014J,subpage,18.0,18.0
882668,FFF,2014J,oucontent,10.0,10.0
882555,FFF,2014J,ouwiki,26.0,26.0
883190,FFF,2014J,url,18.0,18.0
882592,FFF,2014J,oucontent,12.0,12.0
882630,FFF,2014J,oucontent,15.0,15.0
883042,FFF,2014J,subpage,3.0,3.0
883255,FFF,2014J,url,28.0,28.0
882665,FFF,2014J,oucontent,1.0,1.0
883073,FFF,2014J,subpage,19.0,19.0
882705,FFF,2014J,page,12.0,12.0
883187,FFF,2014J,url,18.0,18.0
882589,FFF,2014J,oucontent,29.0,29.0
883219,FFF,2014J,url,22.0,22.0
883252,FFF,2014J,url,28.0,28.0
882662,FFF,2014J,oucontent,8.0,8.0
882907,FFF,2014J,resource,21.0,21.0
883184,FFF,2014J,url,18.0,18.0
882586,FFF,2014J,oucontent,28.0,28.0
883216,FFF,2014J,url,21.0,21.0
883249,FFF,2014J,url,28.0,28.0
882659,FFF,2014J,oucontent,11.0,11.0
883280,FFF,2014J,url,13.0,13.0
882688,FFF,2014J,page,28.0,28.0
883181,FFF,2014J,url,18.0,18.0
882582,FFF,2014J,oucontent,16.0,16.0
883213,FFF,2014J,url,21.0,21.0
882620,FFF,2014J,oucontent,24.0,24.0
883025,FFF,2014J,resource,13.0,13.0
883246,FFF,2014J,url,28.0,28.0
882656,FFF,2014J,oucontent,11.0,11.0
882685,FFF,2014J,page,19.0,19.0
883178,FFF,2014J,url,18.0,18.0
882579,FFF,2014J,oucontent,27.0,27.0
882953,FFF,2014J,resource,18.0,18.0
883210,FFF,2014J,url,21.0,21.0
883243,FFF,2014J,url,27.0,27.0
883277,FFF,2014J,url,12.0,12.0
883175,FFF,2014J,url,1.0,1.0
882575,FFF,2014J,oucontent,22.0,22.0
883207,FFF,2014J,url,21.0,21.0
882610,FFF,2014J,oucontent,8.0,8.0
883240,FFF,2014J,url,26.0,26.0
882650,FFF,2014J,oucontent,11.0,11.0
882722,FFF,2014J,questionnaire,5.0,5.0
883172,FFF,2014J,url,18.0,18.0
882571,FFF,2014J,oucontent,26.0,26.0
882946,FFF,2014J,resource,29.0,29.0
883204,FFF,2014J,url,21.0,21.0
883237,FFF,2014J,url,24.0,24.0
882647,FFF,2014J,oucontent,9.0,9.0
883058,FFF,2014J,subpage,26.0,26.0
883089,FFF,2014J,subpage,7.0,7.0
882719,FFF,2014J,questionnaire,28.0,28.0
883169,FFF,2014J,url,18.0,18.0
882567,FFF,2014J,oucontent,27.0,27.0
882942,FFF,2014J,resource,15.0,15.0
883201,FFF,2014J,url,20.0,20.0
882603,FFF,2014J,oucontent,16.0,16.0
882992,FFF,2014J,resource,18.0,18.0
883234,FFF,2014J,url,23.0,23.0
883268,FFF,2014J,url,10.0,10.0
883085,FFF,2014J,subpage,15.0,15.0
882716,FFF,2014J,questionnaire,24.0,24.0
883166,FFF,2014J,url,14.0,14.0
882564,FFF,2014J,oucontent,10.0,10.0
883198,FFF,2014J,url,20.0,20.0
882600,FFF,2014J,oucontent,14.0,14.0
883231,FFF,2014J,url,23.0,23.0
883264,FFF,2014J,url,29.0,29.0
661804,GGG,2013J,resource,1.0,1.0
661695,GGG,2013J,resource,3.0,3.0
661694,GGG,2013J,resource,2.0,2.0
661693,GGG,2013J,resource,1.0,1.0
798747,GGG,2014B,resource,3.0,3.0
798731,GGG,2014B,resource,2.0,2.0
798730,GGG,2014B,resource,1.0,1.0
798728,GGG,2014B,resource,1.0,1.0
897051,GGG,2014J,resource,2.0,2.0
897121,GGG,2014J,resource,1.0,1.0
897050,GGG,2014J,resource,1.0,1.0
897052,GGG,2014J,resource,3.0,3.0
